"Id","X1","X2","CLASS","MIN","INT","MAJ","Actual class safety"
"88.18907,596.649412,MAJ","88.18907","596.649412","MAJ","17","18","14","14"
"50.68907,329.982745,MAJ","50.68907","329.982745","MAJ","7","15","15","15"
"350.68907,41.093857,MAJ","350.68907","41.093857","MAJ","14","16","9","9"
"200.68907,441.093857,MAJ","200.68907","441.093857","MAJ","35","25","0","0"
"500.68907,241.093857,MAJ","500.68907","241.093857","MAJ","31","20","2","2"
"125.68907,174.42719,MAJ","125.68907","174.42719","MAJ","15","0","10","10"
"425.68907,574.42719,MAJ","425.68907","574.42719","MAJ","35","25","0","0"
"575.68907,107.760523,MAJ","575.68907","107.760523","MAJ","21","23","12","12"
"219.43907,278.130894,MIN","219.43907","278.130894","MIN","15","0","10","15"
"594.43907,589.242005,MAJ","594.43907","589.242005","MAJ","22","5","10","10"
"8.50157,389.242005,MAJ","8.50157","389.242005","MAJ","35","25","0","0"
"158.50157,522.575338,MAJ","158.50157","522.575338","MAJ","35","25","0","0"
"458.50157,322.575338,MAJ","458.50157","322.575338","MAJ","31","20","2","2"
"83.50157,33.686449,MAJ","83.50157","33.686449","MAJ","28","22","3","3"
"233.50157,233.686449,MAJ","233.50157","233.686449","MAJ","23","10","6","6"
"533.50157,167.019782,MAJ","533.50157","167.019782","MAJ","28","22","3","3"
"46.00157,567.019782,MAJ","46.00157","567.019782","MAJ","32","10","12","12"
"496.00157,500.353116,MAJ","496.00157","500.353116","MAJ","35","25","0","0"
"121.00157,300.353116,MAJ","121.00157","300.353116","MAJ","35","25","0","0"
"421.00157,0.49029,MAJ","421.00157","0.49029","MAJ","31","20","2","2"
"571.00157,200.49029,MAJ","571.00157","200.49029","MAJ","35","25","0","0"
"64.75157,244.934734,MAJ","64.75157","244.934734","MAJ","35","25","0","0"
"214.75157,578.268068,MAJ","214.75157","578.268068","MAJ","35","25","0","0"
"589.75157,22.712512,MAJ","589.75157","22.712512","MAJ","29","10","10","10"
"17.87657,422.712512,MAJ","17.87657","422.712512","MAJ","31","20","2","2"
"317.87657,222.712512,MAJ","317.87657","222.712512","MAJ","12","2","11","11"
"505.37657,148.638438,MAJ","505.37657","148.638438","MAJ","28","22","3","3"
"130.37657,548.638438,MAJ","130.37657","548.638438","MAJ","35","25","0","0"
"186.62657,459.749549,MAJ","186.62657","459.749549","MAJ","28","22","3","3"
"486.62657,259.749549,MAJ","486.62657","259.749549","MAJ","28","22","3","3"
"411.62657,593.082883,MAJ","411.62657","593.082883","MAJ","14","18","12","12"
"561.62657,126.416216,MAJ","561.62657","126.416216","MAJ","14","18","12","12"
"224.12657,37.527327,MAJ","224.12657","37.527327","MAJ","35","25","0","0"
"524.12657,437.527327,MAJ","524.12657","437.527327","MAJ","31","20","2","2"
"149.12657,237.527327,MAJ","149.12657","237.527327","MAJ","23","10","6","6"
"449.12657,170.86066,MAJ","449.12657","170.86066","MAJ","24","17","5","5"
"299.12657,570.86066,MAJ","299.12657","570.86066","MAJ","35","25","0","0"
"599.12657,370.86066,MAJ","599.12657","370.86066","MAJ","36","15","10","10"
"0.884383,104.193994,MAJ","0.884383","104.193994","MAJ","26","10","8","8"
"300.884383,504.193994,MAJ","300.884383","504.193994","MAJ","15","0","10","10"
"150.884383,304.193994,MAJ","150.884383","304.193994","MAJ","35","25","0","0"
"450.884383,7.897697,MAJ","450.884383","7.897697","MAJ","35","25","0","0"
"188.384383,474.564364,MAJ","188.384383","474.564364","MAJ","35","25","0","0"
"488.384383,274.564364,MAJ","488.384383","274.564364","MAJ","35","25","0","0"
"113.384383,52.342142,MAJ","113.384383","52.342142","MAJ","35","25","0","0"
"469.634383,519.008809,MAJ","469.634383","519.008809","MAJ","7","15","15","15"
"94.634383,319.008809,MAJ","94.634383","319.008809","MAJ","0","10","15","15"
"244.634383,430.11992,INT","244.634383","430.11992","INT","19","5","8","5"
"282.134383,5.428562,MAJ","282.134383","5.428562","MAJ","14","16","9","9"
"582.134383,405.428562,MAJ","582.134383","405.428562","MAJ","35","25","0","0"
"10.259383,205.428562,MAJ","10.259383","205.428562","MAJ","35","25","0","0"
"160.259383,538.761895,MAJ","160.259383","538.761895","MAJ","35","25","0","0"
"460.259383,338.761895,MAJ","460.259383","338.761895","MAJ","27","15","4","4"
"85.259383,72.095228,MAJ","85.259383","72.095228","MAJ","14","20","15","15"
"235.259383,272.095228,INT","235.259383","272.095228","INT","12","2","11","2"
"422.759383,116.539673,INT","422.759383","116.539673","INT","0","10","15","10"
"479.009383,160.984117,MAJ","479.009383","160.984117","MAJ","23","10","6","6"
"216.509383,420.243376,MAJ","216.509383","420.243376","MAJ","31","20","2","2"
"141.509383,153.57671,MAJ","141.509383","153.57671","MAJ","14","18","12","12"
"441.509383,553.57671,MAJ","441.509383","553.57671","MAJ","28","22","3","3"
"591.509383,86.910043,MAJ","591.509383","86.910043","MAJ","24","17","5","5"
"5.571883,486.910043,MAJ","5.571883","486.910043","MAJ","14","18","12","12"
"455.571883,464.687821,INT","455.571883","464.687821","INT","15","0","10","0"
"80.571883,264.687821,MAJ","80.571883","264.687821","MAJ","22","5","10","10"
"380.571883,198.021154,MIN","380.571883","198.021154","MIN","0","10","15","0"
"230.571883,598.021154,MAJ","230.571883","598.021154","MAJ","35","25","0","0"
"530.571883,398.021154,MAJ","530.571883","398.021154","MAJ","21","23","12","12"
"24.321883,375.798932,MAJ","24.321883","375.798932","MAJ","35","25","0","0"
"174.321883,509.132265,MAJ","174.321883","509.132265","MAJ","35","25","0","0"
"474.321883,309.132265,MAJ","474.321883","309.132265","MAJ","35","25","0","0"
"99.321883,12.835969,MAJ","99.321883","12.835969","MAJ","35","25","0","0"
"549.321883,146.169302,MAJ","549.321883","146.169302","MAJ","35","25","0","0"
"211.821883,79.502636,MAJ","211.821883","79.502636","MAJ","0","10","15","15"
"136.821883,279.502636,MAJ","136.821883","279.502636","MAJ","35","25","0","0"
"436.821883,57.280413,MAJ","436.821883","57.280413","MAJ","24","17","5","5"
"586.821883,257.280413,MAJ","586.821883","257.280413","MAJ","21","25","15","15"
"14.946883,190.613747,MAJ","14.946883","190.613747","MAJ","35","25","0","0"
"314.946883,590.613747,MAJ","314.946883","590.613747","MAJ","35","25","0","0"
"239.946883,35.058191,MAJ","239.946883","35.058191","MAJ","35","25","0","0"
"539.946883,435.058191,MAJ","539.946883","435.058191","MAJ","30","15","6","6"
"52.446883,235.058191,MAJ","52.446883","235.058191","MAJ","35","25","0","0"
"202.446883,568.391525,MAJ","202.446883","568.391525","MAJ","35","25","0","0"
"427.446883,501.724858,INT","427.446883","501.724858","INT","15","0","10","0"
"577.446883,2.959426,MAJ","577.446883","2.959426","MAJ","33","15","8","8"
"333.696883,202.959426,MIN","333.696883","202.959426","MIN","6","6","13","6"
"221.196883,247.40387,MAJ","221.196883","247.40387","MAJ","10","11","11","11"
"446.196883,380.737204,INT","446.196883","380.737204","INT","9","8","18","8"
"228.228133,358.514981,INT","228.228133","358.514981","INT","6","6","13","6"
"321.978133,484.440907,INT","321.978133","484.440907","INT","15","0","10","0"
"246.978133,195.552018,MIN","246.978133","195.552018","MIN","9","8","18","9"
"462.603133,506.66313,MAJ","462.603133","506.66313","MAJ","27","15","4","4"
"237.603133,410.366833,MAJ","237.603133","410.366833","MAJ","23","10","6","6"
"473.9217,544.302873,MIN","473.9217","544.302873","MIN","7","13","12","7"
"98.9217,344.302873,MIN","98.9217","344.302873","MIN","7","13","12","7"
"248.9217,477.636206,MIN","248.9217","477.636206","MIN","6","6","13","6"
"548.9217,277.636206,MIN","548.9217","277.636206","MIN","7","13","12","7"
"61.4217,55.413984,MIN","61.4217","55.413984","MIN","7","13","12","7"
"361.4217,455.413984,MIN","361.4217","455.413984","MIN","6","6","13","6"
"211.4217,255.413984,MIN","211.4217","255.413984","MIN","10","11","11","10"
"511.4217,188.747317,MIN","511.4217","188.747317","MIN","7","13","12","7"
"136.4217,588.747317,MIN","136.4217","588.747317","MIN","10","11","11","10"
"436.4217,388.747317,MIN","436.4217","388.747317","MIN","6","6","13","6"
"586.4217,522.080651,MIN","586.4217","522.080651","MIN","10","11","11","10"
"14.5467,322.080651,MIN","14.5467","322.080651","MIN","7","13","12","7"
"314.5467,33.191762,MIN","314.5467","33.191762","MIN","7","13","12","7"
"164.5467,433.191762,MIN","164.5467","433.191762","MIN","7","13","12","7"
"464.5467,233.191762,MIN","464.5467","233.191762","MIN","7","13","12","7"
"89.5467,166.525095,MIN","89.5467","166.525095","MIN","7","13","12","7"
"85.772102,170.870882,MIN","85.772102","170.870882","MIN","7","13","12","7"
"389.5467,566.525095,MIN","389.5467","566.525095","MIN","7","13","12","7"
"383.605702,551.924788,MIN","383.605702","551.924788","MIN","3","8","14","3"
"239.5467,366.525095,MIN","239.5467","366.525095","MIN","6","6","13","6"
"246.647726,373.360775,MIN","246.647726","373.360775","MIN","6","6","13","6"
"539.5467,99.858428,MIN","539.5467","99.858428","MIN","7","13","12","7"
"530.791698,87.175432,MIN","530.791698","87.175432","MIN","3","8","14","3"
"52.0467,499.858428,MIN","52.0467","499.858428","MIN","7","13","12","7"
"57.028732,499.070299,MIN","57.028732","499.070299","MIN","7","13","12","7"
"352.0467,299.858428,MIN","352.0467","299.858428","MIN","6","6","13","6"
"357.306184,296.747034,MIN","357.306184","296.747034","MIN","6","6","13","6"
"202.0467,0.818648,MIN","202.0467","0.818648","MIN","0","10","15","0"
"171.838289,1.762216,MIN","171.838289","1.762216","MIN","0","10","15","0"
"502.0467,400.818648,MIN","502.0467","400.818648","MIN","7","13","12","7"
"488.151812,395.00489,MIN","488.151812","395.00489","MIN","3","8","14","3"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"427.0467,134.151981,INT","427.0467","134.151981","INT","6","6","13","6"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"33.2967,67.485315,INT","33.2967","67.485315","INT","16","15","21","15"
"183.2967,267.485315,INT","183.2967","267.485315","INT","16","11","15","11"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"108.2967,445.263092,INT","108.2967","445.263092","INT","15","0","10","0"
"408.2967,245.263092,INT","408.2967","245.263092","INT","19","5","8","5"
"258.2967,178.596426,INT","258.2967","178.596426","INT","6","12","22","12"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"370.7967,111.929759,INT","370.7967","111.929759","INT","6","12","22","12"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"145.7967,23.04087,INT","145.7967","23.04087","INT","9","4","12","4"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
"527.82795,215.633463,INT","527.82795","215.633463","INT","9","10","21","10"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"490.32795,82.300129,INT","490.32795","82.300129","INT","15","0","10","0"
"115.32795,482.300129,INT","115.32795","482.300129","INT","29","10","10","10"
"265.32795,60.077907,INT","265.32795","60.077907","INT","6","8","16","8"
"565.32795,460.077907,INT","565.32795","460.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"321.57795,193.411241,INT","321.57795","193.411241","INT","3","10","17","10"
"312.643316,184.098827,INT","312.643316","184.098827","INT","6","6","13","6"
"171.57795,593.411241,INT","171.57795","593.411241","INT","9","8","18","8"
"158.734936,595.521452,INT","158.734936","595.521452","INT","9","8","18","8"
"96.57795,126.744574,INT","96.57795","126.744574","INT","12","8","20","8"
"102.4874,111.346629,INT","102.4874","111.346629","INT","19","5","8","5"
"546.57795,37.855685,INT","546.57795","37.855685","INT","19","5","8","5"
"558.447723,46.296281,INT","558.447723","46.296281","INT","19","5","8","5"
"59.07795,437.855685,INT","59.07795","437.855685","INT","19","5","8","5"
"64.203546,428.445151,INT","64.203546","428.445151","INT","19","5","8","5"
"209.07795,171.189018,INT","209.07795","171.189018","INT","3","10","17","10"
"220.454405,159.968842,INT","220.454405","159.968842","INT","0","10","15","10"
"509.07795,571.189018,INT","509.07795","571.189018","INT","19","5","8","5"
"521.164874,564.247,INT","521.164874","564.247","INT","27","0","18","0"
"134.07795,371.189018,INT","134.07795","371.189018","INT","19","5","8","5"
"132.902255,393.308471,INT","132.902255","393.308471","INT","19","5","8","5"
"434.07795,104.522352,INT","434.07795","104.522352","INT","6","6","13","6"
"427.433349,91.236902,INT","427.433349","91.236902","INT","3","10","17","10"
"12.20295,8.226055,INT","12.20295","8.226055","INT","15","0","10","0"
"2.256063,12.448085,INT","2.256063","12.448085","INT","15","0","10","0"
"162.20295,208.226055,INT","162.20295","208.226055","INT","13","11","13","11"
"179.931686,210.177834,INT","179.931686","210.177834","INT","6","6","13","6"
"462.20295,141.559389,INT","462.20295","141.559389","INT","19","5","8","5"
"449.815966,135.847541,INT","449.815966","135.847541","INT","15","0","10","0"
"87.20295,541.559389,INT","87.20295","541.559389","INT","19","5","8","5"
"80.926919,558.336026,INT","80.926919","558.336026","INT","19","5","8","5"
"237.20295,74.892722,INT","237.20295","74.892722","INT","3","8","14","8"
"244.026797,77.742187,INT","244.026797","77.742187","INT","6","8","16","8"
"537.20295,474.892722,INT","537.20295","474.892722","INT","19","5","8","5"
"552.750874,487.594221,INT","552.750874","487.594221","INT","19","5","8","5"
"316.260503,222.108005,INT","316.260503","222.108005","INT","13","9","10","9"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"33.2967,67.485315,INT","33.2967","67.485315","INT","16","15","21","15"
"33.2967,67.485315,INT","33.2967","67.485315","INT","16","15","21","15"
"33.2967,67.485315,INT","33.2967","67.485315","INT","16","15","21","15"
"183.2967,267.485315,INT","183.2967","267.485315","INT","16","11","15","11"
"183.2967,267.485315,INT","183.2967","267.485315","INT","16","11","15","11"
"183.2967,267.485315,INT","183.2967","267.485315","INT","16","11","15","11"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"108.2967,445.263092,INT","108.2967","445.263092","INT","15","0","10","0"
"108.2967,445.263092,INT","108.2967","445.263092","INT","15","0","10","0"
"108.2967,445.263092,INT","108.2967","445.263092","INT","15","0","10","0"
"258.2967,178.596426,INT","258.2967","178.596426","INT","6","12","22","12"
"258.2967,178.596426,INT","258.2967","178.596426","INT","6","12","22","12"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"370.7967,111.929759,INT","370.7967","111.929759","INT","6","12","22","12"
"370.7967,111.929759,INT","370.7967","111.929759","INT","6","12","22","12"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"145.7967,23.04087,INT","145.7967","23.04087","INT","9","4","12","4"
"145.7967,23.04087,INT","145.7967","23.04087","INT","9","4","12","4"
"145.7967,23.04087,INT","145.7967","23.04087","INT","9","4","12","4"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
"527.82795,215.633463,INT","527.82795","215.633463","INT","9","10","21","10"
"527.82795,215.633463,INT","527.82795","215.633463","INT","9","10","21","10"
"527.82795,215.633463,INT","527.82795","215.633463","INT","9","10","21","10"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"115.32795,482.300129,INT","115.32795","482.300129","INT","29","10","10","10"
"265.32795,60.077907,INT","265.32795","60.077907","INT","6","8","16","8"
"265.32795,60.077907,INT","265.32795","60.077907","INT","6","8","16","8"
"565.32795,460.077907,INT","565.32795","460.077907","INT","19","5","8","5"
"565.32795,460.077907,INT","565.32795","460.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"321.57795,193.411241,INT","321.57795","193.411241","INT","3","10","17","10"
"171.57795,593.411241,INT","171.57795","593.411241","INT","9","8","18","8"
"171.57795,593.411241,INT","171.57795","593.411241","INT","9","8","18","8"
"96.57795,126.744574,INT","96.57795","126.744574","INT","12","8","20","8"
"96.57795,126.744574,INT","96.57795","126.744574","INT","12","8","20","8"
"96.57795,126.744574,INT","96.57795","126.744574","INT","12","8","20","8"
"546.57795,37.855685,INT","546.57795","37.855685","INT","19","5","8","5"
"546.57795,37.855685,INT","546.57795","37.855685","INT","19","5","8","5"
"546.57795,37.855685,INT","546.57795","37.855685","INT","19","5","8","5"
"59.07795,437.855685,INT","59.07795","437.855685","INT","19","5","8","5"
"59.07795,437.855685,INT","59.07795","437.855685","INT","19","5","8","5"
"59.07795,437.855685,INT","59.07795","437.855685","INT","19","5","8","5"
"209.07795,171.189018,INT","209.07795","171.189018","INT","3","10","17","10"
"509.07795,571.189018,INT","509.07795","571.189018","INT","19","5","8","5"
"509.07795,571.189018,INT","509.07795","571.189018","INT","19","5","8","5"
"509.07795,571.189018,INT","509.07795","571.189018","INT","19","5","8","5"
"134.07795,371.189018,INT","134.07795","371.189018","INT","19","5","8","5"
"134.07795,371.189018,INT","134.07795","371.189018","INT","19","5","8","5"
"134.07795,371.189018,INT","134.07795","371.189018","INT","19","5","8","5"
"179.931686,210.177834,INT","179.931686","210.177834","INT","6","6","13","6"
"462.20295,141.559389,INT","462.20295","141.559389","INT","19","5","8","5"
"462.20295,141.559389,INT","462.20295","141.559389","INT","19","5","8","5"
"87.20295,541.559389,INT","87.20295","541.559389","INT","19","5","8","5"
"87.20295,541.559389,INT","87.20295","541.559389","INT","19","5","8","5"
"87.20295,541.559389,INT","87.20295","541.559389","INT","19","5","8","5"
"237.20295,74.892722,INT","237.20295","74.892722","INT","3","8","14","8"
"316.791999,203.708602,MIN","316.791999","203.708602","MIN","6","6","13","6"
"316.791999,203.708602,MIN","316.791999","203.708602","MIN","6","6","13","6"
"281.791999,73.338232,MIN","281.791999","73.338232","MIN","0","10","15","0"
"281.791999,73.338232,MIN","281.791999","73.338232","MIN","0","10","15","0"
"281.791999,73.338232,MIN","281.791999","73.338232","MIN","0","10","15","0"
"264.291999,215.560454,MIN","264.291999","215.560454","MIN","6","6","13","6"
"264.291999,215.560454,MIN","264.291999","215.560454","MIN","6","6","13","6"
"264.291999,215.560454,MIN","264.291999","215.560454","MIN","6","6","13","6"
"169.682624,136.548109,MIN","169.682624","136.548109","MIN","7","13","12","7"
"169.682624,136.548109,MIN","169.682624","136.548109","MIN","7","13","12","7"
"169.682624,136.548109,MIN","169.682624","136.548109","MIN","7","13","12","7"
"414.682624,95.066627,MIN","414.682624","95.066627","MIN","3","10","17","3"
"257.182624,71.362923,MIN","257.182624","71.362923","MIN","9","8","18","9"
"257.182624,71.362923,MIN","257.182624","71.362923","MIN","9","8","18","9"
"257.182624,71.362923,MIN","257.182624","71.362923","MIN","9","8","18","9"
"292.182624,213.585146,MIN","292.182624","213.585146","MIN","6","6","13","6"
"292.182624,213.585146,MIN","292.182624","213.585146","MIN","6","6","13","6"
"217.807624,75.313541,MIN","217.807624","75.313541","MIN","7","13","12","7"
"217.807624,75.313541,MIN","217.807624","75.313541","MIN","7","13","12","7"
"217.807624,75.313541,MIN","217.807624","75.313541","MIN","7","13","12","7"
"427.807624,110.869096,MIN","427.807624","110.869096","MIN","6","6","13","6"
"427.807624,110.869096,MIN","427.807624","110.869096","MIN","6","6","13","6"
"349.057624,69.387615,MIN","349.057624","69.387615","MIN","7","13","12","7"
"180.620124,179.346462,MIN","180.620124","179.346462","MIN","6","6","13","6"
"180.620124,179.346462,MIN","180.620124","179.346462","MIN","6","6","13","6"
"237.495124,76.630413,MIN","237.495124","76.630413","MIN","6","6","13","6"
"237.495124,76.630413,MIN","237.495124","76.630413","MIN","6","6","13","6"
"237.495124,76.630413,MIN","237.495124","76.630413","MIN","6","6","13","6"
"184.995124,94.408191,MIN","184.995124","94.408191","MIN","7","13","12","7"
"184.995124,94.408191,MIN","184.995124","94.408191","MIN","7","13","12","7"
"246.245124,195.148932,MIN","246.245124","195.148932","MIN","0","10","15","0"
"246.245124,195.148932,MIN","246.245124","195.148932","MIN","0","10","15","0"
"278.729195,155.620573,MIN","278.729195","155.620573","MIN","0","20","30","0"
"278.729195,155.620573,MIN","278.729195","155.620573","MIN","0","20","30","0"
"353.729195,111.176129,MIN","353.729195","111.176129","MIN","0","10","15","0"
"353.729195,111.176129,MIN","353.729195","111.176129","MIN","0","10","15","0"
"353.729195,111.176129,MIN","353.729195","111.176129","MIN","0","10","15","0"
"353.729195,111.176129,MIN","353.729195","111.176129","MIN","0","10","15","0"
"353.729195,111.176129,MIN","353.729195","111.176129","MIN","0","10","15","0"
"304.979195,177.842795,MIN","304.979195","177.842795","MIN","3","8","14","3"
"304.979195,177.842795,MIN","304.979195","177.842795","MIN","3","8","14","3"
"214.979195,163.02798,MIN","214.979195","163.02798","MIN","3","8","14","3"
"214.979195,163.02798,MIN","214.979195","163.02798","MIN","3","8","14","3"
"214.979195,163.02798,MIN","214.979195","163.02798","MIN","3","8","14","3"
"214.979195,163.02798,MIN","214.979195","163.02798","MIN","3","8","14","3"
"259.979195,176.361314,MIN","259.979195","176.361314","MIN","0","10","15","0"
"259.979195,176.361314,MIN","259.979195","176.361314","MIN","0","10","15","0"
"259.979195,176.361314,MIN","259.979195","176.361314","MIN","0","10","15","0"
"259.979195,176.361314,MIN","259.979195","176.361314","MIN","0","10","15","0"
"259.979195,176.361314,MIN","259.979195","176.361314","MIN","0","10","15","0"
"379.979195,136.361314,MIN","379.979195","136.361314","MIN","0","10","15","0"
"379.979195,136.361314,MIN","379.979195","136.361314","MIN","0","10","15","0"
"379.979195,136.361314,MIN","379.979195","136.361314","MIN","0","10","15","0"
"379.979195,136.361314,MIN","379.979195","136.361314","MIN","0","10","15","0"
"473.9217,544.302873,MIN","473.9217","544.302873","MIN","7","13","12","7"
"473.9217,544.302873,MIN","473.9217","544.302873","MIN","7","13","12","7"
"473.9217,544.302873,MIN","473.9217","544.302873","MIN","7","13","12","7"
"473.9217,544.302873,MIN","473.9217","544.302873","MIN","7","13","12","7"
"98.9217,344.302873,MIN","98.9217","344.302873","MIN","7","13","12","7"
"98.9217,344.302873,MIN","98.9217","344.302873","MIN","7","13","12","7"
"98.9217,344.302873,MIN","98.9217","344.302873","MIN","7","13","12","7"
"98.9217,344.302873,MIN","98.9217","344.302873","MIN","7","13","12","7"
"248.9217,477.636206,MIN","248.9217","477.636206","MIN","6","6","13","6"
"248.9217,477.636206,MIN","248.9217","477.636206","MIN","6","6","13","6"
"248.9217,477.636206,MIN","248.9217","477.636206","MIN","6","6","13","6"
"548.9217,277.636206,MIN","548.9217","277.636206","MIN","7","13","12","7"
"548.9217,277.636206,MIN","548.9217","277.636206","MIN","7","13","12","7"
"548.9217,277.636206,MIN","548.9217","277.636206","MIN","7","13","12","7"
"548.9217,277.636206,MIN","548.9217","277.636206","MIN","7","13","12","7"
"61.4217,55.413984,MIN","61.4217","55.413984","MIN","7","13","12","7"
"61.4217,55.413984,MIN","61.4217","55.413984","MIN","7","13","12","7"
