"Id","X1","X2","CLASS","MIN","INT","MAJ","Actual class safety"
"376.47032,527.51361,MAJ","376.47032","527.51361","MAJ","15","0","10","10"
"226.47032,327.51361,INT","226.47032","327.51361","INT","19","5","8","5"
"338.97032,238.624721,INT","338.97032","238.624721","INT","15","0","10","0"
"188.97032,171.958054,MAJ","188.97032","171.958054","MAJ","13","9","10","10"
"263.97032,505.291387,MAJ","263.97032","505.291387","MAJ","20","12","7","7"
"563.97032,305.291387,MAJ","563.97032","305.291387","MAJ","24","17","5","5"
"245.22032,75.661758,MAJ","245.22032","75.661758","MAJ","9","4","12","12"
"357.72032,53.439536,MAJ","357.72032","53.439536","MAJ","21","19","6","6"
"207.72032,453.439536,MAJ","207.72032","453.439536","MAJ","35","25","0","0"
"507.72032,253.439536,MAJ","507.72032","253.439536","MAJ","35","25","0","0"
"432.72032,586.772869,MAJ","432.72032","586.772869","MAJ","35","25","0","0"
"85.84532,231.217313,MAJ","85.84532","231.217313","MAJ","35","25","0","0"
"235.84532,564.550647,MAJ","235.84532","564.550647","MAJ","35","25","0","0"
"535.84532,364.550647,MAJ","535.84532","364.550647","MAJ","35","25","0","0"
"48.34532,97.88398,MAJ","48.34532","97.88398","MAJ","33","15","8","8"
"198.34532,297.88398,MAJ","198.34532","297.88398","MAJ","23","10","6","6"
"498.34532,6.525955,MAJ","498.34532","6.525955","MAJ","29","10","10","10"
"423.34532,206.525955,MAJ","423.34532","206.525955","MAJ","28","22","3","3"
"573.34532,539.859289,MAJ","573.34532","539.859289","MAJ","24","17","5","5"
"29.59532,339.859289,MAJ","29.59532","339.859289","MAJ","28","22","3","3"
"329.59532,73.192622,MAJ","329.59532","73.192622","MAJ","14","16","9","9"
"179.59532,473.192622,MAJ","179.59532","473.192622","MAJ","35","25","0","0"
"479.59532,273.192622,MAJ","479.59532","273.192622","MAJ","35","25","0","0"
"104.59532,50.9704,MAJ","104.59532","50.9704","MAJ","35","25","0","0"
"554.59532,184.303733,MAJ","554.59532","184.303733","MAJ","35","25","0","0"
"67.09532,584.303733,MAJ","67.09532","584.303733","MAJ","31","20","2","2"
"517.09532,517.637066,MAJ","517.09532","517.637066","MAJ","35","25","0","0"
"142.09532,317.637066,MAJ","142.09532","317.637066","MAJ","35","25","0","0"
"442.09532,28.748178,MAJ","442.09532","28.748178","MAJ","35","25","0","0"
"592.09532,228.748178,MAJ","592.09532","228.748178","MAJ","35","25","0","0"
"6.15782,162.081511,MAJ","6.15782","162.081511","MAJ","29","10","10","10"
"306.15782,562.081511,MAJ","306.15782","562.081511","MAJ","36","15","10","10"
"456.15782,95.414844,MAJ","456.15782","95.414844","MAJ","12","2","11","11"
"81.15782,495.414844,MAJ","81.15782","495.414844","MAJ","17","14","8","8"
"231.15782,21.34077,MAJ","231.15782","21.34077","MAJ","35","25","0","0"
"531.15782,421.34077,MAJ","531.15782","421.34077","MAJ","28","22","3","3"
"43.65782,221.34077,MAJ","43.65782","221.34077","MAJ","35","25","0","0"
"193.65782,554.674103,MAJ","193.65782","554.674103","MAJ","35","25","0","0"
"493.65782,354.674103,MAJ","493.65782","354.674103","MAJ","35","25","0","0"
"24.90782,465.785215,MAJ","24.90782","465.785215","MAJ","35","25","0","0"
"474.90782,599.118548,MAJ","474.90782","599.118548","MAJ","26","10","8","8"
"99.90782,399.118548,MAJ","99.90782","399.118548","MAJ","25","5","12","12"
"249.90782,532.451881,MAJ","249.90782","532.451881","MAJ","15","0","10","10"
"549.90782,332.451881,MAJ","549.90782","332.451881","MAJ","15","0","10","10"
"212.40782,243.562992,MAJ","212.40782","243.562992","MAJ","20","12","7","7"
"512.40782,176.896326,MAJ","512.40782","176.896326","MAJ","28","22","3","3"
"587.40782,510.229659,MAJ","587.40782","510.229659","MAJ","24","17","5","5"
"15.53282,310.229659,MAJ","15.53282","310.229659","MAJ","28","22","3","3"
"315.53282,13.933363,MAJ","315.53282","13.933363","MAJ","28","22","3","3"
"165.53282,413.933363,MAJ","165.53282","413.933363","MAJ","28","22","3","3"
"465.53282,213.933363,MAJ","465.53282","213.933363","MAJ","28","22","3","3"
"390.53282,547.266696,MAJ","390.53282","547.266696","MAJ","21","19","6","6"
"53.03282,480.600029,MAJ","53.03282","480.600029","MAJ","28","24","6","6"
"203.03282,58.377807,MAJ","203.03282","58.377807","MAJ","28","22","3","3"
"503.03282,458.377807,MAJ","503.03282","458.377807","MAJ","31","20","2","2"
"128.03282,258.377807,MAJ","128.03282","258.377807","MAJ","35","25","0","0"
"428.03282,191.711141,MAJ","428.03282","191.711141","MAJ","14","16","9","9"
"278.03282,591.711141,MAJ","278.03282","591.711141","MAJ","35","25","0","0"
"578.03282,391.711141,MAJ","578.03282","391.711141","MAJ","35","25","0","0"
"296.78282,204.05682,MAJ","296.78282","204.05682","MAJ","6","6","13","13"
"453.81407,470.723486,MAJ","453.81407","470.723486","MAJ","15","0","10","10"
"378.81407,48.501264,MAJ","378.81407","48.501264","MAJ","17","14","8","8"
"228.81407,448.501264,MAJ","228.81407","448.501264","MAJ","27","15","4","4"
"528.81407,248.501264,MAJ","528.81407","248.501264","MAJ","33","15","8","8"
"41.31407,181.834597,MAJ","41.31407","181.834597","MAJ","36","15","10","10"
"341.31407,581.834597,MAJ","341.31407","581.834597","MAJ","29","10","10","10"
"191.31407,381.834597,MAJ","191.31407","381.834597","MAJ","36","15","10","10"
"491.31407,115.167931,MAJ","491.31407","115.167931","MAJ","27","15","4","4"
"116.31407,515.167931,MAJ","116.31407","515.167931","MAJ","27","15","4","4"
"416.31407,315.167931,INT","416.31407","315.167931","INT","15","0","10","0"
"266.31407,26.279042,MAJ","266.31407","26.279042","MAJ","35","25","0","0"
"566.31407,426.279042,MAJ","566.31407","426.279042","MAJ","31","20","2","2"
"22.56407,226.279042,MAJ","22.56407","226.279042","MAJ","35","25","0","0"
"472.56407,359.612375,MAJ","472.56407","359.612375","MAJ","27","15","4","4"
"360.06407,218.871634,MAJ","360.06407","218.871634","MAJ","17","14","8","8"
"285.06407,485.538301,INT","285.06407","485.538301","INT","19","5","8","5"
"585.06407,285.538301,MAJ","585.06407","285.538301","MAJ","35","25","0","0"
"463.18907,196.649412,MAJ","463.18907","196.649412","MAJ","35","25","0","0"
"88.18907,596.649412,MAJ","88.18907","596.649412","MAJ","24","17","5","5"
"50.68907,329.982745,MAJ","50.68907","329.982745","MAJ","35","25","0","0"
"350.68907,41.093857,MAJ","350.68907","41.093857","MAJ","28","22","3","3"
"200.68907,441.093857,MAJ","200.68907","441.093857","MAJ","35","25","0","0"
"500.68907,241.093857,MAJ","500.68907","241.093857","MAJ","35","25","0","0"
"125.68907,174.42719,MAJ","125.68907","174.42719","MAJ","22","5","10","10"
"425.68907,574.42719,MAJ","425.68907","574.42719","MAJ","35","25","0","0"
"575.68907,107.760523,MAJ","575.68907","107.760523","MAJ","28","22","3","3"
"31.93907,507.760523,MAJ","31.93907","507.760523","MAJ","21","19","6","6"
"181.93907,11.464227,MAJ","181.93907","11.464227","MAJ","21","19","6","6"
"69.43907,78.130894,MAJ","69.43907","78.130894","MAJ","24","17","5","5"
"219.43907,278.130894,MIN","219.43907","278.130894","MIN","15","0","10","15"
"519.43907,55.908671,MAJ","519.43907","55.908671","MAJ","26","10","8","8"
"144.43907,455.908671,MAJ","144.43907","455.908671","MAJ","24","17","5","5"
"444.43907,255.908671,MAJ","444.43907","255.908671","MAJ","28","22","3","3"
"594.43907,589.242005,MAJ","594.43907","589.242005","MAJ","22","5","10","10"
"8.50157,389.242005,MAJ","8.50157","389.242005","MAJ","35","25","0","0"
"158.50157,522.575338,MAJ","158.50157","522.575338","MAJ","35","25","0","0"
"458.50157,322.575338,MAJ","458.50157","322.575338","MAJ","31","20","2","2"
"83.50157,33.686449,MAJ","83.50157","33.686449","MAJ","35","25","0","0"
"233.50157,233.686449,MAJ","233.50157","233.686449","MAJ","23","10","6","6"
"533.50157,167.019782,MAJ","533.50157","167.019782","MAJ","35","25","0","0"
"46.00157,567.019782,MAJ","46.00157","567.019782","MAJ","32","10","12","12"
"196.00157,100.353116,MAJ","196.00157","100.353116","MAJ","14","16","9","9"
"496.00157,500.353116,MAJ","496.00157","500.353116","MAJ","35","25","0","0"
"121.00157,300.353116,MAJ","121.00157","300.353116","MAJ","35","25","0","0"
"421.00157,0.49029,MAJ","421.00157","0.49029","MAJ","31","20","2","2"
"571.00157,200.49029,MAJ","571.00157","200.49029","MAJ","35","25","0","0"
"64.75157,244.934734,MAJ","64.75157","244.934734","MAJ","35","25","0","0"
"214.75157,578.268068,MAJ","214.75157","578.268068","MAJ","35","25","0","0"
"514.75157,378.268068,MAJ","514.75157","378.268068","MAJ","35","25","0","0"
"589.75157,22.712512,MAJ","589.75157","22.712512","MAJ","29","10","10","10"
"17.87657,422.712512,MAJ","17.87657","422.712512","MAJ","31","20","2","2"
"317.87657,222.712512,MAJ","317.87657","222.712512","MAJ","12","2","11","11"
"167.87657,156.045846,MAJ","167.87657","156.045846","MAJ","21","19","6","6"
"467.87657,556.045846,MAJ","467.87657","556.045846","MAJ","28","22","3","3"
"92.87657,356.045846,MAJ","92.87657","356.045846","MAJ","28","22","3","3"
"505.37657,148.638438,MAJ","505.37657","148.638438","MAJ","35","25","0","0"
"130.37657,548.638438,MAJ","130.37657","548.638438","MAJ","35","25","0","0"
"430.37657,348.638438,MAJ","430.37657","348.638438","MAJ","15","0","10","10"
"336.62657,59.749549,MAJ","336.62657","59.749549","MAJ","21","19","6","6"
"186.62657,459.749549,MAJ","186.62657","459.749549","MAJ","35","25","0","0"
"486.62657,259.749549,MAJ","486.62657","259.749549","MAJ","35","25","0","0"
"411.62657,593.082883,MAJ","411.62657","593.082883","MAJ","28","22","3","3"
"561.62657,126.416216,MAJ","561.62657","126.416216","MAJ","28","22","3","3"
"224.12657,37.527327,MAJ","224.12657","37.527327","MAJ","35","25","0","0"
"524.12657,437.527327,MAJ","524.12657","437.527327","MAJ","35","25","0","0"
"149.12657,237.527327,MAJ","149.12657","237.527327","MAJ","23","10","6","6"
"449.12657,170.86066,MAJ","449.12657","170.86066","MAJ","24","17","5","5"
"299.12657,570.86066,MAJ","299.12657","570.86066","MAJ","35","25","0","0"
"599.12657,370.86066,MAJ","599.12657","370.86066","MAJ","36","15","10","10"
"0.884383,104.193994,MAJ","0.884383","104.193994","MAJ","33","15","8","8"
"300.884383,504.193994,MAJ","300.884383","504.193994","MAJ","15","0","10","10"
"150.884383,304.193994,MAJ","150.884383","304.193994","MAJ","35","25","0","0"
"450.884383,7.897697,MAJ","450.884383","7.897697","MAJ","35","25","0","0"
"375.884383,207.897697,MAJ","375.884383","207.897697","MAJ","7","13","12","12"
"38.384383,341.231031,MAJ","38.384383","341.231031","MAJ","28","22","3","3"
"338.384383,74.564364,MAJ","338.384383","74.564364","MAJ","14","16","9","9"
"188.384383,474.564364,MAJ","188.384383","474.564364","MAJ","35","25","0","0"
"488.384383,274.564364,MAJ","488.384383","274.564364","MAJ","35","25","0","0"
"113.384383,52.342142,MAJ","113.384383","52.342142","MAJ","35","25","0","0"
"169.634383,119.008809,MAJ","169.634383","119.008809","MAJ","14","16","9","9"
"469.634383,519.008809,MAJ","469.634383","519.008809","MAJ","28","22","3","3"
"94.634383,319.008809,MAJ","94.634383","319.008809","MAJ","28","22","3","3"
"244.634383,430.11992,INT","244.634383","430.11992","INT","19","5","8","5"
"282.134383,5.428562,MAJ","282.134383","5.428562","MAJ","35","25","0","0"
"582.134383,405.428562,MAJ","582.134383","405.428562","MAJ","35","25","0","0"
"10.259383,205.428562,MAJ","10.259383","205.428562","MAJ","35","25","0","0"
"160.259383,538.761895,MAJ","160.259383","538.761895","MAJ","35","25","0","0"
"460.259383,338.761895,MAJ","460.259383","338.761895","MAJ","27","15","4","4"
"85.259383,72.095228,MAJ","85.259383","72.095228","MAJ","28","22","3","3"
"235.259383,272.095228,INT","235.259383","272.095228","INT","12","2","11","2"
"422.759383,116.539673,INT","422.759383","116.539673","INT","6","6","13","6"
"479.009383,160.984117,MAJ","479.009383","160.984117","MAJ","23","10","6","6"
"216.509383,420.243376,MAJ","216.509383","420.243376","MAJ","31","20","2","2"
"141.509383,153.57671,MAJ","141.509383","153.57671","MAJ","35","25","0","0"
"441.509383,553.57671,MAJ","441.509383","553.57671","MAJ","35","25","0","0"
"591.509383,86.910043,MAJ","591.509383","86.910043","MAJ","31","20","2","2"
"5.571883,486.910043,MAJ","5.571883","486.910043","MAJ","35","25","0","0"
"455.571883,464.687821,INT","455.571883","464.687821","INT","19","5","8","5"
"80.571883,264.687821,MAJ","80.571883","264.687821","MAJ","22","5","10","10"
"380.571883,198.021154,MIN","380.571883","198.021154","MIN","7","13","12","7"
"230.571883,598.021154,MAJ","230.571883","598.021154","MAJ","35","25","0","0"
"530.571883,398.021154,MAJ","530.571883","398.021154","MAJ","35","25","0","0"
"24.321883,375.798932,MAJ","24.321883","375.798932","MAJ","35","25","0","0"
"174.321883,509.132265,MAJ","174.321883","509.132265","MAJ","35","25","0","0"
"474.321883,309.132265,MAJ","474.321883","309.132265","MAJ","35","25","0","0"
"99.321883,12.835969,MAJ","99.321883","12.835969","MAJ","35","25","0","0"
"549.321883,146.169302,MAJ","549.321883","146.169302","MAJ","35","25","0","0"
"211.821883,79.502636,MAJ","211.821883","79.502636","MAJ","14","16","9","9"
"136.821883,279.502636,MAJ","136.821883","279.502636","MAJ","35","25","0","0"
"436.821883,57.280413,MAJ","436.821883","57.280413","MAJ","31","20","2","2"
"586.821883,257.280413,MAJ","586.821883","257.280413","MAJ","35","25","0","0"
"14.946883,190.613747,MAJ","14.946883","190.613747","MAJ","35","25","0","0"
"314.946883,590.613747,MAJ","314.946883","590.613747","MAJ","35","25","0","0"
"239.946883,35.058191,MAJ","239.946883","35.058191","MAJ","35","25","0","0"
"539.946883,435.058191,MAJ","539.946883","435.058191","MAJ","30","15","6","6"
"52.446883,235.058191,MAJ","52.446883","235.058191","MAJ","35","25","0","0"
"202.446883,568.391525,MAJ","202.446883","568.391525","MAJ","35","25","0","0"
"502.446883,368.391525,MAJ","502.446883","368.391525","MAJ","35","25","0","0"
"427.446883,501.724858,INT","427.446883","501.724858","INT","15","0","10","0"
"577.446883,2.959426,MAJ","577.446883","2.959426","MAJ","33","15","8","8"
"333.696883,202.959426,MIN","333.696883","202.959426","MIN","6","6","13","6"
"483.696883,536.292759,MAJ","483.696883","536.292759","MAJ","28","22","3","3"
"108.696883,336.292759,MAJ","108.696883","336.292759","MAJ","28","22","3","3"
"408.696883,69.626092,MAJ","408.696883","69.626092","MAJ","10","11","11","11"
"258.696883,469.626092,MAJ","258.696883","469.626092","MAJ","16","7","9","9"
"558.696883,269.626092,MAJ","558.696883","269.626092","MAJ","28","22","3","3"
"71.196883,47.40387,MAJ","71.196883","47.40387","MAJ","28","22","3","3"
"221.196883,247.40387,MAJ","221.196883","247.40387","MAJ","20","12","7","7"
"521.196883,180.737204,MAJ","521.196883","180.737204","MAJ","28","22","3","3"
"446.196883,380.737204,INT","446.196883","380.737204","INT","12","2","11","2"
"596.196883,514.070537,MAJ","596.196883","514.070537","MAJ","24","17","5","5"
"3.228133,314.070537,MAJ","3.228133","314.070537","MAJ","28","22","3","3"
"303.228133,25.181648,MAJ","303.228133","25.181648","MAJ","28","22","3","3"
"153.228133,425.181648,MAJ","153.228133","425.181648","MAJ","28","22","3","3"
"453.228133,225.181648,MAJ","453.228133","225.181648","MAJ","28","22","3","3"
"78.228133,158.514981,MAJ","78.228133","158.514981","MAJ","21","19","6","6"
"378.228133,558.514981,MAJ","378.228133","558.514981","MAJ","21","19","6","6"
"228.228133,358.514981,INT","228.228133","358.514981","INT","16","7","9","7"
"528.228133,91.848315,MAJ","528.228133","91.848315","MAJ","21","19","6","6"
"40.728133,491.848315,MAJ","40.728133","491.848315","MAJ","21","19","6","6"
"190.728133,17.774241,MAJ","190.728133","17.774241","MAJ","21","19","6","6"
"490.728133,417.774241,MAJ","490.728133","417.774241","MAJ","21","19","6","6"
"321.978133,484.440907,INT","321.978133","484.440907","INT","15","0","10","0"
"246.978133,195.552018,MIN","246.978133","195.552018","MIN","9","4","12","9"
"462.603133,506.66313,MAJ","462.603133","506.66313","MAJ","27","15","4","4"
"237.603133,410.366833,MAJ","237.603133","410.366833","MAJ","23","10","6","6"
"481.353133,388.144611,MAJ","481.353133","388.144611","MAJ","21","19","6","6"
"473.9217,544.302873,MIN","473.9217","544.302873","MIN","35","25","0","35"
"98.9217,344.302873,MIN","98.9217","344.302873","MIN","35","25","0","35"
"248.9217,477.636206,MIN","248.9217","477.636206","MIN","31","20","2","31"
"548.9217,277.636206,MIN","548.9217","277.636206","MIN","35","25","0","35"
"61.4217,55.413984,MIN","61.4217","55.413984","MIN","33","15","8","33"
"361.4217,455.413984,MIN","361.4217","455.413984","MIN","15","0","10","15"
"211.4217,255.413984,MIN","211.4217","255.413984","MIN","20","12","7","20"
"511.4217,188.747317,MIN","511.4217","188.747317","MIN","35","25","0","35"
"136.4217,588.747317,MIN","136.4217","588.747317","MIN","26","10","8","26"
"436.4217,388.747317,MIN","436.4217","388.747317","MIN","15","0","10","15"
"586.4217,522.080651,MIN","586.4217","522.080651","MIN","31","20","2","31"
"14.5467,322.080651,MIN","14.5467","322.080651","MIN","35","25","0","35"
"314.5467,33.191762,MIN","314.5467","33.191762","MIN","35","25","0","35"
"164.5467,433.191762,MIN","164.5467","433.191762","MIN","35","25","0","35"
"464.5467,233.191762,MIN","464.5467","233.191762","MIN","35","25","0","35"
"89.5467,166.525095,MIN","89.5467","166.525095","MIN","28","22","3","28"
"85.772102,170.870882,MIN","85.772102","170.870882","MIN","28","22","3","28"
"389.5467,566.525095,MIN","389.5467","566.525095","MIN","28","22","3","28"
"383.605702,551.924788,MIN","383.605702","551.924788","MIN","28","22","3","28"
"239.5467,366.525095,MIN","239.5467","366.525095","MIN","12","2","11","12"
"246.647726,373.360775,MIN","246.647726","373.360775","MIN","12","2","11","12"
"539.5467,99.858428,MIN","539.5467","99.858428","MIN","28","22","3","28"
"530.791698,87.175432,MIN","530.791698","87.175432","MIN","28","22","3","28"
"52.0467,499.858428,MIN","52.0467","499.858428","MIN","28","22","3","28"
"57.028732,499.070299,MIN","57.028732","499.070299","MIN","28","22","3","28"
"352.0467,299.858428,MIN","352.0467","299.858428","MIN","12","2","11","12"
"357.306184,296.747034,MIN","357.306184","296.747034","MIN","12","2","11","12"
"202.0467,0.818648,MIN","202.0467","0.818648","MIN","28","22","3","28"
"171.838289,1.762216,MIN","171.838289","1.762216","MIN","26","12","11","26"
"502.0467,400.818648,MIN","502.0467","400.818648","MIN","28","22","3","28"
"488.151812,395.00489,MIN","488.151812","395.00489","MIN","28","22","3","28"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"427.0467,134.151981,INT","427.0467","134.151981","INT","6","6","13","6"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"33.2967,67.485315,INT","33.2967","67.485315","INT","16","7","9","7"
"183.2967,267.485315,INT","183.2967","267.485315","INT","16","7","9","7"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"108.2967,445.263092,INT","108.2967","445.263092","INT","15","0","10","0"
"408.2967,245.263092,INT","408.2967","245.263092","INT","19","5","8","5"
"258.2967,178.596426,INT","258.2967","178.596426","INT","6","6","13","6"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"370.7967,111.929759,INT","370.7967","111.929759","INT","13","9","10","9"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"145.7967,23.04087,INT","145.7967","23.04087","INT","16","7","9","7"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
"527.82795,215.633463,INT","527.82795","215.633463","INT","16","7","9","7"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"490.32795,82.300129,INT","490.32795","82.300129","INT","36","15","10","15"
"115.32795,482.300129,INT","115.32795","482.300129","INT","36","15","10","15"
"265.32795,60.077907,INT","265.32795","60.077907","INT","13","9","10","9"
"565.32795,460.077907,INT","565.32795","460.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"321.57795,193.411241,INT","321.57795","193.411241","INT","6","6","13","6"
"312.643316,184.098827,INT","312.643316","184.098827","INT","6","6","13","6"
"171.57795,593.411241,INT","171.57795","593.411241","INT","16","7","9","7"
"158.734936,595.521452,INT","158.734936","595.521452","INT","16","7","9","7"
"96.57795,126.744574,INT","96.57795","126.744574","INT","19","5","8","5"
"102.4874,111.346629,INT","102.4874","111.346629","INT","19","5","8","5"
"546.57795,37.855685,INT","546.57795","37.855685","INT","19","5","8","5"
"558.447723,46.296281,INT","558.447723","46.296281","INT","19","5","8","5"
"59.07795,437.855685,INT","59.07795","437.855685","INT","19","5","8","5"
"64.203546,428.445151,INT","64.203546","428.445151","INT","19","5","8","5"
"209.07795,171.189018,INT","209.07795","171.189018","INT","13","9","10","9"
"220.454405,159.968842,INT","220.454405","159.968842","INT","6","6","13","6"
"509.07795,571.189018,INT","509.07795","571.189018","INT","19","5","8","5"
"521.164874,564.247,INT","521.164874","564.247","INT","27","0","18","0"
"134.07795,371.189018,INT","134.07795","371.189018","INT","19","5","8","5"
"132.902255,393.308471,INT","132.902255","393.308471","INT","19","5","8","5"
"434.07795,104.522352,INT","434.07795","104.522352","INT","6","6","13","6"
"427.433349,91.236902,INT","427.433349","91.236902","INT","13","9","10","9"
"12.20295,8.226055,INT","12.20295","8.226055","INT","15","0","10","0"
"2.256063,12.448085,INT","2.256063","12.448085","INT","15","0","10","0"
"162.20295,208.226055,INT","162.20295","208.226055","INT","28","7","17","7"
"179.931686,210.177834,INT","179.931686","210.177834","INT","13","9","10","9"
"462.20295,141.559389,INT","462.20295","141.559389","INT","19","5","8","5"
"449.815966,135.847541,INT","449.815966","135.847541","INT","15","0","10","0"
"87.20295,541.559389,INT","87.20295","541.559389","INT","19","5","8","5"
"80.926919,558.336026,INT","80.926919","558.336026","INT","19","5","8","5"
"237.20295,74.892722,INT","237.20295","74.892722","INT","13","9","10","9"
"244.026797,77.742187,INT","244.026797","77.742187","INT","13","9","10","9"
"537.20295,474.892722,INT","537.20295","474.892722","INT","19","5","8","5"
"552.750874,487.594221,INT","552.750874","487.594221","INT","19","5","8","5"
"316.260503,222.108005,INT","316.260503","222.108005","INT","13","9","10","9"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"127.0467,200.818648,INT","127.0467","200.818648","INT","19","5","8","5"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"277.0467,534.151981,INT","277.0467","534.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"577.0467,334.151981,INT","577.0467","334.151981","INT","19","5","8","5"
"33.2967,67.485315,INT","33.2967","67.485315","INT","16","7","9","7"
"33.2967,67.485315,INT","33.2967","67.485315","INT","16","7","9","7"
"33.2967,67.485315,INT","33.2967","67.485315","INT","16","7","9","7"
"183.2967,267.485315,INT","183.2967","267.485315","INT","16","7","9","7"
"183.2967,267.485315,INT","183.2967","267.485315","INT","16","7","9","7"
"183.2967,267.485315,INT","183.2967","267.485315","INT","16","7","9","7"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"483.2967,45.263092,INT","483.2967","45.263092","INT","19","5","8","5"
"108.2967,445.263092,INT","108.2967","445.263092","INT","15","0","10","0"
"108.2967,445.263092,INT","108.2967","445.263092","INT","15","0","10","0"
"108.2967,445.263092,INT","108.2967","445.263092","INT","15","0","10","0"
"258.2967,178.596426,INT","258.2967","178.596426","INT","6","6","13","6"
"258.2967,178.596426,INT","258.2967","178.596426","INT","6","6","13","6"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"558.2967,578.596426,INT","558.2967","578.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"70.7967,378.596426,INT","70.7967","378.596426","INT","19","5","8","5"
"370.7967,111.929759,INT","370.7967","111.929759","INT","13","9","10","9"
"370.7967,111.929759,INT","370.7967","111.929759","INT","13","9","10","9"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"220.7967,511.929759,INT","220.7967","511.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"520.7967,311.929759,INT","520.7967","311.929759","INT","19","5","8","5"
"145.7967,23.04087,INT","145.7967","23.04087","INT","16","7","9","7"
"145.7967,23.04087,INT","145.7967","23.04087","INT","16","7","9","7"
"145.7967,23.04087,INT","145.7967","23.04087","INT","16","7","9","7"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"595.7967,156.374204,INT","595.7967","156.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"2.82795,556.374204,INT","2.82795","556.374204","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"152.82795,89.707537,INT","152.82795","89.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"77.82795,289.707537,INT","77.82795","289.707537","INT","19","5","8","5"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
